id,x,y,class
271,-4.598477,-52.562916,0
272,-9.5899725,-45.59455,0
273,19.465054,-30.732973,0
274,7.060631,-48.8006,0
275,5.0098557,-35.45654,0
276,15.362294,-39.81256,0
277,7.464047,-28.92916,0
278,14.9432335,-25.259892,0
279,19.61619,-37.998966,0
280,4.3651366,-26.12265,0
281,-2.6740777,-52.901787,0
282,-8.696727,-48.05362,0
283,16.71014,-27.817383,0
284,4.814921,-27.382013,0
285,16.032213,-42.046356,0
286,-5.1474648,-31.225689,0
287,-0.28375036,-32.33177,0
288,14.518571,-29.596323,0
289,-5.791224,-47.901466,0
290,0.24860665,-25.28433,0
291,20.198448,-37.7308,0
292,10.836375,-41.30451,0
293,4.9696126,-33.884365,0
294,-6.643033,-53.871536,0
295,-6.5899,-43.49574,0
296,15.630167,-26.728033,0
297,2.8884287,-25.600792,0
298,3.4641345,-23.757296,0
299,-4.7973666,-44.145027,0
300,16.2603,-39.923763,0
301,0.69975775,-24.391146,0
302,-5.4077387,-34.041904,0
303,-7.039061,-50.058395,0
304,-5.6461506,-46.12964,0
305,20.150326,-33.40708,0
306,12.5119295,-34.51061,0
307,6.172493,-28.769297,0
308,14.164687,-48.00435,0
309,15.217995,-33.939484,0
310,3.833226,-23.344313,0
311,16.494404,-27.566444,0
312,5.703882,-49.824303,0
313,4.317171,-44.52325,0
314,-2.4567633,-53.56331,0
315,4.9076924,-27.080717,0
316,3.5928822,-28.029182,0
317,6.049387,-42.987606,0
318,3.4131036,-23.635738,0
319,4.6311464,-25.036219,0
320,5.820001,-51.03647,0
321,2.722288,-27.582502,0
322,-4.0531373,-32.427677,0
323,5.656916,-45.726414,0
324,12.353422,-46.691338,0
325,2.0372095,-49.44009,0
326,14.521947,-48.3586,0
327,-0.12205995,-39.5814,0
328,-0.31431675,-40.87091,0
329,2.0530555,-42.183903,0
330,2.99442,-41.967636,0
331,1.2137437,-28.088173,0
332,21.069647,-34.579063,0
333,13.215415,-25.237358,0
334,-4.0416265,-37.44356,0
335,10.928781,-42.01272,0
336,-3.3345017,-51.311905,0
337,15.816213,-48.65239,0
338,14.634822,-27.56073,0
339,9.459938,-44.077423,0
340,16.77241,-39.78365,0
341,-7.9156156,-46.05802,0
342,-6.7836566,-32.16851,0
343,19.565819,-32.78685,0
344,21.746906,-33.483624,0
345,6.981782,-49.478664,0
346,0.71359396,-26.69969,0
347,1.861268,-29.200455,0
348,16.90793,-46.509777,0
349,17.177141,-41.864502,0
350,6.115488,-24.88474,0
351,2.7422261,-34.959908,0
352,-3.4296758,-48.008972,0
353,6.6460304,-49.591766,0
354,-1.8516169,-33.99296,0
355,-0.8579377,-32.931,0
356,-5.090066,-32.778282,0
357,13.614598,-26.50467,0
358,-7.1335278,-31.850336,0
359,13.662252,-26.356699,0
360,-5.5518355,-38.169537,0
361,13.129858,-27.683153,0
362,16.478256,-29.818714,0
363,5.7762413,-51.19381,0
364,10.160208,-39.18136,0
365,1.7069514,-34.98111,0
366,11.810052,-42.141357,0
367,-5.2837596,-47.49312,0
368,16.272099,-26.125816,0
369,15.876646,-46.10051,0
370,1.8363401,-25.62114,0
371,15.586263,-29.195667,0
372,3.5689397,-23.140322,0
373,3.055952,-44.21915,0
374,5.3246293,-52.17976,0
375,-9.59517,-44.759,0
376,19.054781,-35.20972,0
377,16.929886,-32.801826,0
378,15.02254,-34.255596,0
379,2.8918035,-43.700634,0
380,2.574498,-25.666294,0
381,-3.5699072,-40.241573,0
382,17.669476,-36.071877,0
383,1.3302796,-25.313133,0
384,15.925366,-32.51082,0
385,5.758481,-24.534494,0
386,13.24467,-27.74822,0
387,3.5816352,-53.441982,0
388,12.787316,-25.600128,0
389,-6.901831,-40.774963,0
390,-7.045532,-49.28452,0
391,9.50148,-49.162296,0
392,4.587454,-34.448673,0
393,15.030611,-42.930313,0
394,0.34969214,-43.767365,0
395,14.679259,-27.108551,0
396,21.91762,-37.005116,0
397,15.605542,-29.516495,0
398,2.5443597,-29.404022,0
399,-4.761565,-37.54368,0
400,-9.1643915,-45.855316,0
401,1.1363645,-44.308605,0
402,21.249393,-37.15687,0
403,-4.5157633,-30.11853,0
404,14.924083,-49.266933,0
405,-3.552342,-38.505768,0
406,19.764164,-33.84177,0
407,2.3255103,-49.99972,0
408,1.05998,-26.634995,0
409,-8.137551,-45.996693,0
410,6.544362,-42.317463,0
411,-3.368245,-53.69526,0
412,3.4598076,-42.308117,0
413,-6.2962737,-47.102863,0
414,-4.870511,-32.37873,0
415,9.682636,-46.37234,0
416,-6.27579,-33.731796,0
417,2.0963237,-24.191967,0
418,-4.6429105,-31.028328,0
419,19.690153,-34.557915,0
420,15.6438,-35.033104,0
421,10.813544,-47.210503,0
422,-5.841951,-51.899265,0
423,18.701101,-38.270226,0
424,-7.660075,-32.48122,0
425,10.289451,-46.133106,0
426,4.578662,-48.220516,0
427,1.2103218,-35.65602,0
428,14.949504,-39.696266,0
429,17.046934,-46.379875,0
430,16.473629,-26.475653,0
431,15.389549,-48.30679,0
432,12.861718,-33.349957,0
433,2.3224866,-24.15915,0
434,-5.13175,-47.996025,0
435,18.085333,-38.275,0
436,14.594976,-26.123007,0
437,-4.2068377,-38.863598,0
438,12.7564,-34.154713,0
439,10.258592,-44.707626,0
440,21.64833,-35.05761,0
441,-5.4720287,-42.017574,0
442,21.360607,-36.09579,0
443,21.733019,-33.113434,0
444,-4.958227,-44.805073,0
445,21.081194,-34.377113,0
446,5.415906,-52.33326,0
447,15.896098,-27.605545,0
448,13.681615,-31.636265,0
449,12.823487,-33.53428,0
450,0.1899546,-34.236588,0
451,10.174986,-39.39061,0
452,-4.4969606,-41.60299,0
453,-2.8992975,-50.02434,0
454,13.022005,-31.357332,0
455,-8.580318,-46.416283,0
456,7.5087914,-49.897175,0
457,-5.029459,-34.840435,0
458,5.069775,-32.9197,0
459,11.874624,-27.073559,0
460,14.056856,-28.509336,0
461,21.713745,-35.21482,0
462,3.815761,-49.34197,0
463,10.167329,-43.0183,0
464,-1.5560405,-33.323864,0
465,-4.8835535,-32.5374,0
466,14.521185,-46.30243,0
467,3.6597667,-23.624004,0
468,9.435464,-30.87076,0
469,14.645192,-27.858114,0
470,-5.5291886,-50.650005,0
471,-0.56988436,-32.478012,0
472,16.287363,-45.25461,0
473,-3.2663145,-41.7958,0
474,1.1385838,-26.181114,0
475,21.706652,-34.88854,0
476,4.3596597,-47.039173,0
477,12.975471,-30.651012,0
478,19.134552,-39.197906,0
479,4.6548204,-51.139214,0
480,19.457907,-32.64102,0
481,11.386564,-40.58764,0
482,16.07678,-41.514915,0
483,-0.012822227,-42.514767,0
484,2.0095348,-30.083357,0
485,6.6163445,-25.95371,0
486,5.3063626,-29.24128,0
487,7.1800847,-47.848156,0
488,-1.5622021,-43.03999,0
489,4.9429917,-52.708336,0
490,13.977192,-41.209793,0
491,17.578093,-39.044838,0
492,5.1973157,-49.006844,0
493,2.9041991,-49.92503,0
494,7.566569,-43.07586,0
495,5.934582,-51.2832,0
496,12.619152,-32.640614,0
497,19.121416,-35.77377,0
498,8.707712,-30.76089,0
499,-6.427787,-31.367767,0
500,-7.42011,28.204977,1
501,-4.1424766,33.694912,1
502,-1.9071668,50.418995,1
503,-7.4141994,30.953117,1
504,-5.8682857,24.786568,1
505,5.9854617,46.850727,1
506,2.3279128,29.647488,1
507,9.701467,36.527897,1
508,-12.254663,50.128136,1
509,2.8768768,33.71102,1
510,-2.2773235,25.744825,1
511,4.0781236,43.223843,1
512,10.812866,42.04451,1
513,-5.553412,44.987087,1
514,9.427877,37.59994,1
515,4.7318873,38.840237,1
516,-4.0180492,51.216328,1
517,-12.016724,39.765636,1
518,-8.338562,53.37913,1
519,-6.655684,51.98117,1
520,-14.925735,47.13419,1
521,-21.256895,35.17321,1
522,-2.6216233,33.927475,1
523,10.212842,41.411434,1
524,2.4813738,32.641735,1
525,-2.6022017,27.501701,1
526,-7.805875,54.028664,1
527,6.4595175,47.41278,1
528,-6.93632,34.87205,1
529,-4.3279676,36.877666,1
530,-12.632444,38.4841,1
531,-1.179274,47.47567,1
532,10.423835,42.75767,1
533,-13.624983,45.860527,1
534,-15.462024,40.421936,1
535,-11.637521,29.152798,1
536,-0.039849196,44.414104,1
537,-13.461463,37.254276,1
538,-4.1543174,37.44555,1
539,5.607997,38.081142,1
540,7.234518,47.458866,1
541,-0.42757457,29.343964,1
542,2.2800496,34.291553,1
543,-5.22399,32.545902,1
544,-6.693277,41.14787,1
545,6.536288,39.62146,1
546,-17.768187,37.269257,1
547,-10.075414,35.837055,1
548,-11.067595,38.75209,1
549,-21.469488,34.48226,1
550,-7.659718,54.00267,1
551,2.9446936,30.615297,1
552,2.6165366,51.817204,1
553,-17.988672,40.942837,1
554,-15.644565,32.413677,1
555,-8.400449,48.147312,1
556,-2.5542161,51.3228,1
557,-1.0235204,52.414776,1
558,3.6450274,31.03419,1
559,-17.990728,36.13533,1
560,0.71662164,45.24163,1
561,-7.3937864,35.276333,1
562,-4.6477857,27.067665,1
563,-9.097597,53.737885,1
564,-2.9394677,53.25229,1
565,-5.015574,51.205536,1
566,-0.3232966,45.02099,1
567,-15.1906185,45.769882,1
568,-12.096528,48.254192,1
569,-9.928175,35.102684,1
570,-6.7281337,24.997221,1
571,0.79524314,46.539536,1
572,-11.571547,38.87074,1
573,-14.289199,36.952698,1
574,2.560871,38.040176,1
575,1.6553006,42.05814,1
576,-5.3915215,37.75257,1
577,10.854121,37.399963,1
578,-4.5447187,33.639145,1
579,-17.047602,45.485004,1
580,-3.239891,51.46454,1
581,-18.56052,36.567802,1
582,3.4959793,30.699413,1
583,-2.8814895,46.83583,1
584,6.9049478,47.706833,1
585,-5.0542192,53.662395,1
586,-4.714561,45.266563,1
587,-7.9647293,36.39504,1
588,-3.602484,45.162895,1
589,8.722182,45.176117,1
590,-18.472582,38.473408,1
591,10.386121,36.32332,1
592,-13.627897,45.41976,1
593,-17.301287,31.929125,1
594,-9.336735,53.70694,1
595,-20.861874,37.653492,1
596,9.704248,45.747482,1
597,-12.544789,28.378233,1
598,4.8322587,43.02162,1
599,4.9265113,32.42451,1
600,-9.445655,31.417904,1
601,-18.533112,32.210106,1
602,6.1202416,34.419144,1
603,4.720298,51.422882,1
604,2.5912454,33.232037,1
605,6.3321457,37.935955,1
606,-5.457696,33.223717,1
607,-10.721714,31.949684,1
608,-12.622954,33.04806,1
609,6.4543967,49.25313,1
610,-3.1553392,24.344423,1
611,-11.69711,28.741493,1
612,-4.3101935,34.795258,1
613,2.8823905,51.11163,1
614,4.911726,34.185505,1
615,2.5644763,32.290024,1
616,-18.598356,37.64604,1
617,-17.155472,37.59559,1
618,-11.721571,39.342278,1
619,-20.460827,33.56266,1
620,2.7567246,39.06983,1
621,-6.9775147,53.322693,1
622,-7.4971595,52.247154,1
623,-12.857851,49.48697,1
624,5.4415917,39.77768,1
625,-16.736223,45.855415,1
626,-12.7281,33.47335,1
627,-19.516848,32.955624,1
628,2.5368304,45.01542,1
629,5.676685,51.327473,1
630,1.8686306,44.76048,1
631,1.1978947,52.200527,1
632,-17.431578,37.803703,1
633,-3.8143983,35.240208,1
634,-7.740809,29.17982,1
635,0.84368414,29.76636,1
636,-4.703491,50.07691,1
637,-20.917322,37.16818,1
638,-18.792099,35.311356,1
639,10.313068,37.93578,1
640,-21.240765,36.784092,1
641,-19.427717,38.12075,1
642,-3.0166109,28.522516,1
643,2.895228,43.481308,1
644,-3.3787506,24.577312,1
645,7.8502,45.706818,1
646,3.2633464,37.856724,1
647,9.547832,47.32246,1
648,-6.6191616,27.659872,1
649,-8.753235,30.814196,1
650,4.2488604,43.586037,1
651,0.21223909,51.85892,1
652,6.6552615,49.901173,1
653,-11.867292,49.404987,1
654,-2.289349,50.013805,1
655,-14.464925,46.074596,1
656,0.53809154,47.110992,1
657,-3.2652736,52.33305,1
658,-3.3164508,25.031715,1
659,8.201917,45.169075,1
660,-4.061215,45.621254,1
661,9.922143,35.792095,1
662,5.0617523,45.52689,1
663,4.764529,39.14882,1
664,-7.217189,29.2533,1
665,-4.9111476,44.677166,1
666,-18.630558,37.392662,1
667,-11.841855,48.9848,1
668,9.006383,45.996197,1
669,-5.5869265,44.145706,1
670,-2.529841,44.38955,1
671,-5.2150474,30.489859,1
672,-9.839357,28.00527,1
673,-10.503874,48.656548,1
674,-15.344687,28.76112,1
675,-8.189337,35.187096,1
676,-3.0396562,27.776731,1
677,1.0044414,29.698668,1
678,10.356339,38.058132,1
679,7.985843,38.263832,1
680,10.888843,41.346462,1
681,-17.875528,41.338722,1
682,-13.092495,48.03129,1
683,-17.827568,40.474724,1
684,-6.3216896,35.273525,1
685,-12.75129,39.52589,1
686,-9.296085,35.187145,1
687,-10.083135,36.796654,1
688,0.24674283,41.66242,1
689,-6.726765,29.825478,1
690,2.8514326,30.17566,1
691,-4.050861,38.039948,1
692,-3.2094405,46.35149,1
693,10.280991,37.073776,1
694,7.852556,36.012695,1
695,-4.362077,45.1806,1
696,-14.90342,28.772804,1
697,-21.263918,35.601692,1
698,-3.74229,39.283398,1
699,10.929257,39.774296,1
700,-4.395207,45.814312,1
701,-19.933681,37.565884,1
702,7.1145973,38.846493,1
703,-5.803596,33.772114,1
704,-18.072628,41.385704,1
705,0.7677564,40.30761,1
706,0.6713106,46.611465,1
707,6.2164483,33.78735,1
708,7.716851,36.62067,1
709,-17.423615,42.82252,1
710,-13.911092,29.408667,1
711,-18.618776,33.071857,1
712,-11.5004635,40.451782,1
713,10.593976,42.00023,1
714,4.15908,30.964102,1
715,7.8837805,38.629536,1
716,-8.339195,31.657568,1
717,6.8905516,39.91026,1
718,-5.6456313,36.91515,1
719,-2.053779,34.75856,1
720,-3.5440686,25.708601,1
721,-11.884932,32.146946,1
722,-14.48828,37.963646,1
723,8.978637,49.949818,1
724,-3.9656653,34.98951,1
725,5.8073864,50.34344,1
726,10.415856,41.50805,1
727,-2.5119183,27.102858,1
728,-15.929674,29.190529,1
729,8.807218,37.2244,1
730,-5.1247787,51.016125,1
731,-12.925408,28.820883,1
732,0.39904907,46.3386,1
733,4.882591,31.609522,1
734,-3.994925,43.77105,1
735,-6.0629025,37.27429,1
736,-3.2945309,24.049084,1
737,9.792745,35.536034,1
738,7.2959785,39.36586,1
739,-11.811237,39.378963,1
740,-14.571959,40.255043,1
741,7.703013,48.11123,1
742,-16.975578,39.98709,1
743,5.76756,34.2305,1
744,-18.614567,40.34084,1
745,2.0496736,52.0428,1
746,-3.6032689,44.446754,1
747,-0.1609514,50.61116,1
748,-14.226124,38.577885,1
749,-4.39199,23.795912,1
750,-4.5926213,27.733921,1
751,2.2025352,44.222984,1
752,-1.2864102,45.897312,1
753,-10.496752,35.090725,1
754,-9.425339,50.747585,1
755,6.893048,35.143227,1
756,-16.34481,45.630924,1
757,-6.376406,25.332523,1
758,-15.62172,40.99453,1
759,2.1656704,32.355778,1
760,-2.5456185,34.095364,1
761,-9.965851,29.149036,1
762,9.217893,48.145275,1
763,8.049598,50.035515,1
764,-14.069397,38.10902,1
765,-3.5037675,33.915195,1
766,-0.4778535,29.653576,1
767,-4.5170727,54.103455,1
768,10.664162,40.186573,1
769,-4.811801,38.05598,1
770,-1.9635377,49.83463,1
771,-10.540036,48.186367,1
772,-14.753451,28.585512,1
773,3.4413142,34.482788,1
774,-3.6088383,45.47769,1
775,-4.133913,44.93119,1
776,1.0187869,45.39356,1
777,-9.683424,50.12819,1
778,-9.021758,50.667717,1
779,-18.4285,34.02423,1
780,-10.013449,49.375153,1
781,-17.89838,32.847004,1
782,0.8714189,40.463795,1
783,6.88618,39.65545,1
784,-0.4148443,46.23615,1
785,8.235064,50.19874,1
786,-17.214914,44.912212,1
787,-16.117937,30.495136,1
788,-15.818851,42.09309,1
789,-12.49232,39.537064,1
790,-2.629159,51.9594,1
791,-19.244993,43.111156,1
792,-5.671576,53.499836,1
793,-4.426655,38.59035,1
794,-10.016745,48.43086,1
795,-18.173992,38.91392,1
796,-4.3693366,34.2304,1
797,-6.265801,43.840572,1
798,-11.249172,49.88867,1
799,-5.601941,37.5552,1
800,9.482879,35.924774,1
801,0.8156781,51.80736,1
802,-15.462384,29.073923,1
803,-8.744631,28.084929,1
804,-3.8910234,27.75743,1
805,-6.990486,27.810781,1
806,-10.13964,29.986982,1
807,-5.6425743,53.51317,1
808,-6.000635,28.98533,1
809,-19.20694,41.7431,1
810,-7.176162,28.25904,1
811,-6.1860967,24.762346,1
812,-20.480858,34.649017,1
813,2.1289873,30.627213,1
814,6.212347,49.532295,1
815,-1.1216023,39.260963,1
816,-3.868349,35.906925,1
817,-0.40211147,29.896584,1
818,6.533353,48.0205,1
819,-16.246471,40.686573,1
820,-6.1239653,51.528297,1
821,-21.037878,33.798573,1
822,-5.713622,53.93432,1
823,2.2183628,42.838406,1
824,10.316895,48.765762,1
825,-3.7748206,33.987926,1
826,-13.552934,35.34872,1
827,-18.238342,33.036858,1
828,2.848474,30.337168,1
829,-7.260643,51.75187,1
830,-18.056828,38.420177,1
831,3.369261,30.008972,1
832,2.8536377,37.871555,1
833,5.1175947,43.90757,1
834,-19.614027,33.286015,1
835,-0.16880448,45.388336,1
836,7.769652,40.415794,1
837,-5.600821,29.917301,1
838,-7.5838985,31.398579,1
839,-16.861559,32.400703,1
840,5.374375,49.708572,1
841,-18.581482,39.132416,1
842,10.449071,37.52967,1
843,7.5065765,50.273544,1
844,-8.18428,30.94632,1
845,3.0290983,38.413013,1
846,-10.692435,39.224014,1
847,0.56244797,40.894684,1
848,-9.888394,34.40974,1
849,-5.1101127,28.718699,1
850,-13.57296,34.040737,1
851,-4.5327415,24.585583,1
852,-4.321391,24.528904,1
853,-13.833871,38.72685,1
854,-18.096706,40.78256,1
855,-3.4308953,44.970497,1
856,-5.826062,51.540745,1
857,-5.040976,36.203533,1
858,-1.0159644,45.669224,1
859,9.805283,49.68062,1
860,5.1420445,51.32057,1
861,10.627514,39.526142,1
862,-3.9993358,52.98244,1
863,9.736865,45.11282,1
864,4.062068,51.65628,1
865,-13.452147,34.416687,1
866,-19.873545,32.781048,1
867,5.8969665,33.660957,1
868,-12.848053,31.670929,1
869,-14.125628,33.10408,1
870,-6.0497775,54.007015,1
871,-6.140179,24.713108,1
872,10.015553,35.855362,1
873,-3.28536,45.802162,1
874,-7.7713637,35.614223,1
875,-13.863378,46.35811,1
876,-18.746815,43.477985,1
877,-7.508703,34.889076,1
878,3.2560608,44.845715,1
879,-18.689564,33.984158,1
880,-11.098619,47.838913,1
881,10.378995,42.833633,1
882,2.3793843,45.266117,1
883,7.60144,38.111588,1
884,-17.417685,40.959244,1
885,4.4252944,45.583504,1
886,-17.592104,32.413727,1
887,-1.945453,26.096624,1
888,-13.179336,34.242104,1
889,-2.1739297,52.271175,1
890,8.900997,48.154613,1
891,-15.230812,45.922173,1
892,-17.775715,41.75572,1
893,-4.772153,32.856987,1
894,-10.839605,30.208456,1
895,-21.348417,36.333416,1
896,-6.660497,41.4956,1
897,6.8524647,40.64595,1
898,-4.1290984,24.86252,1
899,-0.96950746,46.351402,1
900,-6.9157767,35.850304,1
901,5.5518594,50.728703,1
902,8.162912,50.03297,1
903,2.703563,31.380566,1
904,4.342155,42.49226,1
905,-20.700312,36.177418,1
906,-0.33397597,51.84309,1
